id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,CLASS_LABEL,SpecialChars,SpecialCharRatio,PctNumerics,SCHostRatio,HostnameRatio,SuspiciousElements,AvgPathLength,QueryRatio,log_UrlLength,log_PathLength,log_Querylength
1749,1,0,2,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,30,0,0,1,1,0.019230769230769232,0.0,0.0,0.28846153846153844,1,15.0,0.0,3.970291913552122,3.4339872044851463,0.0
1750,3,0,5,68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,38,0,0,1,3,0.04411764705882353,0.0,0.0,0.3382352941176471,1,7.6,0.0,4.23410650459726,3.6635616461296463,0.0
1751,1,0,5,49,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16,26,0,0,1,2,0.04081632653061224,0.0,0.0,0.32653061224489793,2,5.2,0.0,3.912023005428146,3.295836866004329,0.0
1752,2,0,6,105,1,0,0,0,0,0,0,0,0,24,1,1,0,0,0,27,71,0,0,1,3,0.02857142857142857,0.22857142857142856,0.0,0.2571428571428571,1,11.833333333333334,0.0,4.663439094112067,4.276666119016055,0.0
1753,1,0,7,87,1,0,0,0,0,0,0,0,0,29,1,1,0,0,0,12,68,0,0,1,2,0.022988505747126436,0.3333333333333333,0.0,0.13793103448275862,1,9.714285714285714,0.0,4.477336814478207,4.23410650459726,0.0
1754,1,0,7,87,1,0,0,0,0,0,0,0,0,30,1,1,0,0,0,12,68,0,0,1,2,0.022988505747126436,0.3448275862068966,0.0,0.13793103448275862,1,9.714285714285714,0.0,4.477336814478207,4.23410650459726,0.0
1755,1,0,7,87,1,0,0,0,0,0,0,0,0,21,1,1,0,0,0,12,68,0,0,1,2,0.022988505747126436,0.2413793103448276,0.0,0.13793103448275862,1,9.714285714285714,0.0,4.477336814478207,4.23410650459726,0.0
1756,2,0,5,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12,43,0,0,1,2,0.03225806451612903,0.0,0.0,0.1935483870967742,2,8.6,0.0,4.143134726391533,3.784189633918261,0.0
1757,3,1,7,93,1,0,0,0,0,0,0,0,0,21,1,1,0,0,1,22,64,0,0,1,4,0.043010752688172046,0.22580645161290322,0.045454545454545456,0.23655913978494625,2,9.142857142857142,0.0,4.543294782270004,4.174387269895637,0.0
1758,2,0,4,79,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,23,49,0,0,1,2,0.02531645569620253,0.0,0.0,0.2911392405063291,1,12.25,0.0,4.382026634673881,3.912023005428146,0.0
1759,7,0,2,99,0,0,0,0,0,0,1,0,0,12,1,0,0,0,0,12,3,76,0,1,7,0.0707070707070707,0.12121212121212122,0.0,0.12121212121212122,1,1.5,0.013157894736842105,4.605170185988092,1.3862943611198906,4.343805421853684
1760,4,1,3,43,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,14,22,0,0,1,4,0.09302325581395349,0.0,0.07142857142857142,0.32558139534883723,1,7.333333333333333,0.0,3.784189633918261,3.1354942159291497,0.0
1761,3,1,3,48,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,19,22,0,0,1,4,0.08333333333333333,0.0,0.10526315789473684,0.3958333333333333,1,7.333333333333333,0.0,3.8918202981106265,3.1354942159291497,0.0
1762,1,0,4,50,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,22,21,0,0,1,1,0.02,0.0,0.0,0.44,1,5.25,0.0,3.9318256327243257,3.091042453358316,0.0
1763,2,0,2,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,15,14,0,0,1,2,0.05555555555555555,0.0,0.0,0.4166666666666667,2,7.0,0.0,3.6109179126442243,2.70805020110221,0.0
1764,2,0,2,37,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15,15,0,0,1,2,0.05405405405405406,0.0,0.0,0.40540540540540543,1,7.5,0.0,3.6375861597263857,2.772588722239781,0.0
1765,2,0,5,82,1,0,0,0,0,0,0,0,0,33,1,1,0,0,0,19,56,0,0,1,3,0.036585365853658534,0.4024390243902439,0.0,0.23170731707317074,1,11.2,0.0,4.418840607796598,4.04305126783455,0.0
1766,2,0,2,35,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,18,10,0,0,1,3,0.08571428571428572,0.0,0.05555555555555555,0.5142857142857142,1,5.0,0.0,3.58351893845611,2.3978952727983707,0.0
1767,3,0,3,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,17,30,0,0,1,3,0.05555555555555555,0.0,0.0,0.3148148148148148,2,10.0,0.0,4.007333185232471,3.4339872044851463,0.0
1768,3,1,4,48,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,16,25,0,0,1,3,0.0625,0.020833333333333332,0.0625,0.3333333333333333,1,6.25,0.0,3.8918202981106265,3.258096538021482,0.0
1769,2,0,5,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,32,0,0,1,3,0.05,0.0,0.0,0.35,1,6.4,0.0,4.110873864173311,3.4965075614664802,0.0
1770,3,1,5,71,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,33,31,0,0,1,4,0.056338028169014086,0.0,0.030303030303030304,0.4647887323943662,1,6.2,0.0,4.276666119016055,3.4657359027997265,0.0
1771,1,0,2,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,3,0,0,1,1,0.045454545454545456,0.0,0.0,0.5454545454545454,1,1.5,0.0,3.1354942159291497,1.3862943611198906,0.0
1772,7,0,2,98,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,12,3,75,0,1,7,0.07142857142857142,0.11224489795918367,0.0,0.12244897959183673,1,1.5,0.013333333333333334,4.59511985013459,1.3862943611198906,4.330733340286331
1773,2,0,3,41,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,28,0,0,1,3,0.07317073170731707,0.0,0.0,0.14634146341463414,1,9.333333333333334,0.0,3.7376696182833684,3.367295829986474,0.0
1774,2,1,3,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18,10,0,0,1,2,0.05714285714285714,0.0,0.05555555555555555,0.5142857142857142,2,3.3333333333333335,0.0,3.58351893845611,2.3978952727983707,0.0
1775,2,1,3,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,10,0,0,1,2,0.05714285714285714,0.0,0.05555555555555555,0.5142857142857142,1,3.3333333333333335,0.0,3.58351893845611,2.3978952727983707,0.0
1776,2,1,3,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,14,0,0,1,2,0.05128205128205128,0.0,0.05555555555555555,0.46153846153846156,1,4.666666666666667,0.0,3.6888794541139363,2.70805020110221,0.0
1777,2,1,3,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,15,0,0,1,2,0.05,0.0,0.05555555555555555,0.45,1,5.0,0.0,3.713572066704308,2.772588722239781,0.0
1778,2,1,3,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,11,0,0,1,2,0.05555555555555555,0.0,0.05555555555555555,0.5,1,3.6666666666666665,0.0,3.6109179126442243,2.4849066497880004,0.0
1779,3,1,2,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23,17,0,0,1,3,0.06382978723404255,0.0,0.043478260869565216,0.48936170212765956,2,8.5,0.0,3.871201010907891,2.8903717578961645,0.0
1780,2,1,3,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20,14,0,0,1,2,0.04878048780487805,0.0,0.05,0.4878048780487805,2,4.666666666666667,0.0,3.7376696182833684,2.70805020110221,0.0
1781,2,0,2,32,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,13,0,0,1,3,0.09375,0.0,0.08333333333333333,0.375,1,6.5,0.0,3.4965075614664802,2.6390573296152584,0.0
1782,3,0,2,45,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,18,20,0,0,1,4,0.08888888888888889,0.0,0.05555555555555555,0.4,1,10.0,0.0,3.828641396489095,3.044522437723423,0.0
1783,2,0,3,48,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,20,21,0,0,1,2,0.041666666666666664,0.0,0.0,0.4166666666666667,1,7.0,0.0,3.8918202981106265,3.091042453358316,0.0
1784,2,1,4,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,25,0,0,1,3,0.05,0.0,0.03571428571428571,0.4666666666666667,1,6.25,0.0,4.110873864173311,3.258096538021482,0.0
1785,3,0,3,47,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,17,23,0,0,1,3,0.06382978723404255,0.02127659574468085,0.0,0.3617021276595745,2,7.666666666666667,0.0,3.871201010907891,3.1780538303479458,0.0
1786,2,0,3,49,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,14,24,3,0,1,3,0.061224489795918366,0.0,0.0,0.2857142857142857,2,8.0,0.3333333333333333,3.912023005428146,3.2188758248682006,1.3862943611198906
1787,2,0,3,78,1,0,0,0,3,0,1,0,0,1,1,0,0,0,1,11,19,40,0,1,6,0.07692307692307693,0.01282051282051282,0.0,0.14102564102564102,2,6.333333333333333,0.025,4.3694478524670215,2.995732273553991,3.713572066704308
1788,3,1,7,93,1,0,0,0,0,0,0,0,0,17,1,1,0,0,1,22,64,0,0,1,4,0.043010752688172046,0.1827956989247312,0.045454545454545456,0.23655913978494625,2,9.142857142857142,0.0,4.543294782270004,4.174387269895637,0.0
1789,3,1,7,93,1,0,0,0,0,0,0,0,0,25,1,1,0,0,1,22,64,0,0,1,4,0.043010752688172046,0.26881720430107525,0.045454545454545456,0.23655913978494625,2,9.142857142857142,0.0,4.543294782270004,4.174387269895637,0.0
1790,3,1,7,93,1,0,0,0,0,0,0,0,0,20,1,1,0,0,1,22,64,0,0,1,4,0.043010752688172046,0.21505376344086022,0.045454545454545456,0.23655913978494625,2,9.142857142857142,0.0,4.543294782270004,4.174387269895637,0.0
1791,2,0,2,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,21,0,0,1,3,0.06382978723404255,0.0,0.0,0.40425531914893614,1,10.5,0.0,3.871201010907891,3.091042453358316,0.0
1792,7,0,9,134,1,0,0,0,2,0,0,0,0,15,1,0,0,0,1,6,49,71,0,1,10,0.07462686567164178,0.11194029850746269,0.0,0.04477611940298507,2,5.444444444444445,0.0,4.90527477843843,3.912023005428146,4.276666119016055
1793,1,0,3,39,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,17,15,0,0,1,1,0.02564102564102564,0.0,0.0,0.4358974358974359,1,5.0,0.0,3.6888794541139363,2.772588722239781,0.0
1794,3,1,4,76,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,26,43,0,0,1,4,0.05263157894736842,0.0,0.038461538461538464,0.34210526315789475,1,10.75,0.0,4.343805421853684,3.784189633918261,0.0
1795,1,0,2,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,5,0,0,1,1,0.037037037037037035,0.0,0.0,0.5555555555555556,1,2.5,0.0,3.332204510175204,1.791759469228055,0.0
1796,3,1,2,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,22,18,0,0,1,3,0.06382978723404255,0.0,0.045454545454545456,0.46808510638297873,2,9.0,0.0,3.871201010907891,2.9444389791664403,0.0
1797,4,1,2,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,22,18,0,0,1,4,0.0851063829787234,0.0,0.045454545454545456,0.46808510638297873,2,9.0,0.0,3.871201010907891,2.9444389791664403,0.0
1798,3,1,2,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,22,14,0,0,1,3,0.06976744186046512,0.0,0.045454545454545456,0.5116279069767442,2,7.0,0.0,3.784189633918261,2.70805020110221,0.0
1799,2,0,3,48,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,15,26,0,0,1,3,0.0625,0.0,0.0,0.3125,2,8.666666666666666,0.0,3.8918202981106265,3.295836866004329,0.0
1800,3,1,2,58,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,28,23,0,0,1,4,0.06896551724137931,0.017241379310344827,0.07142857142857142,0.4827586206896552,1,11.5,0.0,4.07753744390572,3.1780538303479458,0.0
1801,2,0,2,50,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,20,23,0,0,1,2,0.04,0.0,0.0,0.4,1,11.5,0.0,3.9318256327243257,3.1780538303479458,0.0
1802,3,0,3,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,23,0,0,1,3,0.06,0.0,0.0,0.4,1,7.666666666666667,0.0,3.9318256327243257,3.1780538303479458,0.0
1803,1,0,3,67,0,0,0,0,0,0,0,0,0,18,1,1,0,0,0,22,38,0,0,1,1,0.014925373134328358,0.26865671641791045,0.0,0.3283582089552239,1,12.666666666666666,0.0,4.219507705176107,3.6635616461296463,0.0
1804,1,0,3,61,0,0,0,0,0,0,0,0,0,19,1,1,0,0,0,16,38,0,0,1,1,0.01639344262295082,0.3114754098360656,0.0,0.26229508196721313,1,12.666666666666666,0.0,4.127134385045092,3.6635616461296463,0.0
1805,1,0,3,66,0,0,0,0,0,0,0,0,0,25,1,1,0,0,0,21,38,0,0,1,1,0.015151515151515152,0.3787878787878788,0.0,0.3181818181818182,1,12.666666666666666,0.0,4.204692619390966,3.6635616461296463,0.0
1806,1,0,3,66,0,0,0,0,0,0,0,0,0,16,1,1,0,0,0,21,38,0,0,1,1,0.015151515151515152,0.24242424242424243,0.0,0.3181818181818182,1,12.666666666666666,0.0,4.204692619390966,3.6635616461296463,0.0
1807,1,0,3,58,1,1,0,0,0,0,0,0,0,18,1,1,0,0,0,13,38,0,0,1,2,0.034482758620689655,0.3103448275862069,0.07692307692307693,0.22413793103448276,1,12.666666666666666,0.0,4.07753744390572,3.6635616461296463,0.0
1808,1,0,3,61,0,0,0,0,0,0,0,0,0,25,1,1,0,0,0,16,38,0,0,1,1,0.01639344262295082,0.4098360655737705,0.0,0.26229508196721313,1,12.666666666666666,0.0,4.127134385045092,3.6635616461296463,0.0
1809,1,0,3,59,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,14,38,0,0,1,1,0.01694915254237288,0.288135593220339,0.0,0.23728813559322035,1,12.666666666666666,0.0,4.0943445622221,3.6635616461296463,0.0
1810,1,0,3,58,1,1,0,0,0,0,0,0,0,21,1,1,0,0,0,13,38,0,0,1,2,0.034482758620689655,0.3620689655172414,0.07692307692307693,0.22413793103448276,1,12.666666666666666,0.0,4.07753744390572,3.6635616461296463,0.0
1811,1,0,3,58,1,1,0,0,0,0,0,0,0,18,1,1,0,0,0,13,38,0,0,1,2,0.034482758620689655,0.3103448275862069,0.07692307692307693,0.22413793103448276,1,12.666666666666666,0.0,4.07753744390572,3.6635616461296463,0.0
1812,1,0,3,64,0,0,0,0,0,0,0,0,0,22,1,1,0,0,0,19,38,0,0,1,1,0.015625,0.34375,0.0,0.296875,1,12.666666666666666,0.0,4.174387269895637,3.6635616461296463,0.0
1813,1,0,3,64,0,0,0,0,0,0,0,0,0,15,1,1,0,0,0,19,38,0,0,1,1,0.015625,0.234375,0.0,0.296875,1,12.666666666666666,0.0,4.174387269895637,3.6635616461296463,0.0
1814,1,0,3,66,0,0,0,0,0,0,0,0,0,18,1,1,0,0,0,21,38,0,0,1,1,0.015151515151515152,0.2727272727272727,0.0,0.3181818181818182,1,12.666666666666666,0.0,4.204692619390966,3.6635616461296463,0.0
1815,1,0,3,59,0,0,0,0,0,0,0,0,0,21,1,1,0,0,0,14,38,0,0,1,1,0.01694915254237288,0.3559322033898305,0.0,0.23728813559322035,1,12.666666666666666,0.0,4.0943445622221,3.6635616461296463,0.0
1816,1,0,3,64,0,0,0,0,0,0,0,0,0,20,1,1,0,0,0,19,38,0,0,1,1,0.015625,0.3125,0.0,0.296875,1,12.666666666666666,0.0,4.174387269895637,3.6635616461296463,0.0
1817,1,0,3,67,0,0,0,0,0,0,0,0,0,25,1,1,0,0,0,22,38,0,0,1,1,0.014925373134328358,0.373134328358209,0.0,0.3283582089552239,1,12.666666666666666,0.0,4.219507705176107,3.6635616461296463,0.0
1818,1,0,3,67,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,22,38,0,0,1,1,0.014925373134328358,0.2537313432835821,0.0,0.3283582089552239,1,12.666666666666666,0.0,4.219507705176107,3.6635616461296463,0.0
1819,1,0,3,67,0,0,0,0,0,0,0,0,0,24,1,1,0,0,0,22,38,0,0,1,1,0.014925373134328358,0.3582089552238806,0.0,0.3283582089552239,1,12.666666666666666,0.0,4.219507705176107,3.6635616461296463,0.0
1820,2,1,2,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12,7,0,0,1,2,0.07692307692307693,0.0,0.08333333333333333,0.46153846153846156,2,3.5,0.0,3.295836866004329,2.0794415416798357,0.0
1821,2,0,5,79,0,0,0,0,0,0,0,0,0,23,1,1,0,0,0,15,57,0,0,1,2,0.02531645569620253,0.2911392405063291,0.0,0.189873417721519,1,11.4,0.0,4.382026634673881,4.060443010546419,0.0
1822,1,0,2,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,17,9,0,0,1,1,0.030303030303030304,0.0,0.0,0.5151515151515151,2,4.5,0.0,3.5263605246161616,2.302585092994046,0.0
1823,1,0,6,52,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,12,33,0,0,1,1,0.019230769230769232,0.057692307692307696,0.0,0.23076923076923078,1,5.5,0.0,3.970291913552122,3.5263605246161616,0.0
1824,1,0,6,52,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,12,33,0,0,1,1,0.019230769230769232,0.057692307692307696,0.0,0.23076923076923078,1,5.5,0.0,3.970291913552122,3.5263605246161616,0.0
1825,7,6,2,80,1,1,0,0,0,0,0,0,0,3,1,1,0,1,0,68,5,0,0,1,8,0.1,0.0375,0.10294117647058823,0.85,2,2.5,0.0,4.394449154672439,1.791759469228055,0.0
1826,2,0,1,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,8,0,0,1,2,0.06666666666666667,0.0,0.0,0.5,1,8.0,0.0,3.4339872044851463,2.1972245773362196,0.0
1827,5,0,6,79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19,53,0,0,1,5,0.06329113924050633,0.0,0.0,0.24050632911392406,2,8.833333333333334,0.0,4.382026634673881,3.9889840465642745,0.0
1828,2,0,3,166,1,0,0,0,7,0,2,2,0,25,1,1,0,0,1,19,52,87,0,1,10,0.060240963855421686,0.15060240963855423,0.0,0.1144578313253012,2,17.333333333333332,0.022988505747126436,5.117993812416755,3.970291913552122,4.477336814478207
1829,2,0,2,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,20,0,0,1,2,0.046511627906976744,0.0,0.0,0.37209302325581395,1,10.0,0.0,3.784189633918261,3.044522437723423,0.0
1830,2,1,3,39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,17,15,0,0,1,3,0.07692307692307693,0.0,0.058823529411764705,0.4358974358974359,2,5.0,0.0,3.6888794541139363,2.772588722239781,0.0
1831,14,0,3,241,0,0,0,0,0,0,6,12,1,74,1,0,0,0,0,10,24,174,0,1,14,0.058091286307053944,0.3070539419087137,0.0,0.04149377593360996,1,8.0,0.034482758620689655,5.488937726156687,3.2188758248682006,5.1647859739235145
1832,1,0,2,34,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15,12,0,0,1,2,0.058823529411764705,0.0,0.06666666666666667,0.4411764705882353,1,6.0,0.0,3.5553480614894135,2.5649493574615367,0.0
1833,3,1,3,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,20,0,0,1,3,0.06666666666666667,0.0,0.05555555555555555,0.4,1,6.666666666666667,0.0,3.828641396489095,3.044522437723423,0.0
1834,1,0,3,63,0,0,0,0,0,0,0,0,0,21,1,1,0,0,0,18,38,0,0,1,1,0.015873015873015872,0.3333333333333333,0.0,0.2857142857142857,1,12.666666666666666,0.0,4.1588830833596715,3.6635616461296463,0.0
1835,1,0,3,63,0,0,0,0,0,0,0,0,0,20,1,1,0,0,0,18,38,0,0,1,1,0.015873015873015872,0.31746031746031744,0.0,0.2857142857142857,1,12.666666666666666,0.0,4.1588830833596715,3.6635616461296463,0.0
1836,1,0,3,63,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,18,38,0,0,1,1,0.015873015873015872,0.2698412698412698,0.0,0.2857142857142857,1,12.666666666666666,0.0,4.1588830833596715,3.6635616461296463,0.0
1837,2,0,2,60,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,29,24,0,0,1,2,0.03333333333333333,0.016666666666666666,0.0,0.48333333333333334,1,12.0,0.0,4.110873864173311,3.2188758248682006,0.0
1838,2,0,2,56,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,29,20,0,0,1,2,0.03571428571428571,0.017857142857142856,0.0,0.5178571428571429,1,10.0,0.0,4.04305126783455,3.044522437723423,0.0
1839,2,0,2,40,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,16,17,0,0,1,2,0.05,0.0,0.0,0.4,1,8.5,0.0,3.713572066704308,2.8903717578961645,0.0
1840,3,0,5,135,1,0,0,0,0,0,0,0,0,23,1,1,0,0,0,17,111,0,0,1,4,0.02962962962962963,0.17037037037037037,0.0,0.1259259259259259,1,22.2,0.0,4.912654885736052,4.718498871295094,0.0
1841,1,0,9,101,0,0,0,0,0,0,0,0,0,30,1,1,0,0,0,13,81,0,0,1,1,0.009900990099009901,0.297029702970297,0.0,0.12871287128712872,1,9.0,0.0,4.624972813284271,4.406719247264253,0.0
1842,2,0,2,44,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,19,0,0,1,2,0.045454545454545456,0.022727272727272728,0.0,0.4090909090909091,1,9.5,0.0,3.8066624897703196,2.995732273553991,0.0
1843,1,0,5,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,32,0,0,1,1,0.02127659574468085,0.0,0.0,0.1702127659574468,2,6.4,0.0,3.871201010907891,3.4965075614664802,0.0
1844,3,1,3,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,23,0,0,1,3,0.05172413793103448,0.0,0.03571428571428571,0.4827586206896552,1,7.666666666666667,0.0,4.07753744390572,3.1780538303479458,0.0
1845,3,1,3,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,23,0,0,1,3,0.04918032786885246,0.0,0.03225806451612903,0.5081967213114754,1,7.666666666666667,0.0,4.127134385045092,3.1780538303479458,0.0
1846,3,1,3,68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,23,0,0,1,3,0.04411764705882353,0.0,0.02631578947368421,0.5588235294117647,1,7.666666666666667,0.0,4.23410650459726,3.1780538303479458,0.0
1847,3,1,3,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,23,0,0,1,3,0.05,0.0,0.03333333333333333,0.5,1,7.666666666666667,0.0,4.110873864173311,3.1780538303479458,0.0
1848,3,1,3,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,23,0,0,1,3,0.05172413793103448,0.0,0.03571428571428571,0.4827586206896552,1,7.666666666666667,0.0,4.07753744390572,3.1780538303479458,0.0
1849,3,1,3,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,23,0,0,1,3,0.05084745762711865,0.0,0.034482758620689655,0.4915254237288136,1,7.666666666666667,0.0,4.0943445622221,3.1780538303479458,0.0
1850,2,0,5,144,0,0,0,0,0,0,0,0,0,71,1,1,0,0,0,15,57,64,0,1,2,0.013888888888888888,0.4930555555555556,0.0,0.10416666666666667,1,11.4,0.0,4.976733742420574,4.060443010546419,4.174387269895637
1851,7,1,1,117,0,0,0,0,0,0,2,0,0,4,1,1,0,0,1,26,10,73,0,1,7,0.05982905982905983,0.03418803418803419,0.038461538461538464,0.2222222222222222,2,10.0,0.0273972602739726,4.770684624465665,2.3978952727983707,4.30406509320417
1852,3,1,3,57,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,25,25,0,0,1,3,0.05263157894736842,0.07017543859649122,0.04,0.43859649122807015,1,8.333333333333334,0.0,4.060443010546419,3.258096538021482,0.0
1853,3,0,2,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,18,0,0,1,3,0.06818181818181818,0.0,0.0,0.4318181818181818,1,9.0,0.0,3.8066624897703196,2.9444389791664403,0.0
1854,3,0,2,47,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,21,19,0,0,1,4,0.0851063829787234,0.0,0.0,0.44680851063829785,1,9.5,0.0,3.871201010907891,2.995732273553991,0.0
1855,3,1,1,43,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,26,10,0,0,1,3,0.06976744186046512,0.0,0.038461538461538464,0.6046511627906976,2,10.0,0.0,3.784189633918261,2.3978952727983707,0.0
1856,2,0,5,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,42,0,0,1,2,0.03508771929824561,0.0,0.0,0.14035087719298245,2,8.4,0.0,4.060443010546419,3.7612001156935624,0.0
1857,4,1,3,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,18,0,0,1,4,0.0851063829787234,0.0,0.045454545454545456,0.46808510638297873,1,6.0,0.0,3.871201010907891,2.9444389791664403,0.0
1858,2,0,3,42,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,12,23,0,0,1,2,0.047619047619047616,0.047619047619047616,0.0,0.2857142857142857,2,7.666666666666667,0.0,3.7612001156935624,3.1780538303479458,0.0
1859,3,0,4,71,1,0,0,0,0,0,0,0,0,24,1,1,0,0,0,14,50,0,0,1,4,0.056338028169014086,0.3380281690140845,0.0,0.19718309859154928,1,12.5,0.0,4.276666119016055,3.9318256327243257,0.0
1860,2,0,2,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,15,0,0,1,2,0.05405405405405406,0.0,0.0,0.40540540540540543,1,7.5,0.0,3.6375861597263857,2.772588722239781,0.0
1861,7,0,9,135,1,0,0,0,2,0,0,0,0,15,1,0,0,0,1,6,49,72,0,1,10,0.07407407407407407,0.1111111111111111,0.0,0.044444444444444446,2,5.444444444444445,0.0,4.912654885736052,3.912023005428146,4.290459441148391
1862,4,1,4,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16,36,0,0,1,4,0.06779661016949153,0.0,0.0625,0.2711864406779661,2,9.0,0.0,4.0943445622221,3.6109179126442243,0.0
1863,4,1,2,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,22,0,0,1,4,0.07272727272727272,0.0,0.038461538461538464,0.4727272727272727,1,11.0,0.0,4.02535169073515,3.1354942159291497,0.0
1864,3,1,3,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,23,0,0,1,3,0.05172413793103448,0.0,0.03571428571428571,0.4827586206896552,1,7.666666666666667,0.0,4.07753744390572,3.1780538303479458,0.0
1865,2,0,2,135,1,0,0,0,7,0,2,2,0,4,1,0,0,0,0,14,18,95,0,1,10,0.07407407407407407,0.02962962962962963,0.0,0.1037037037037037,1,9.0,0.021052631578947368,4.912654885736052,2.9444389791664403,4.564348191467836
1866,3,1,1,40,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,24,9,0,0,1,3,0.075,0.0,0.041666666666666664,0.6,2,9.0,0.0,3.713572066704308,2.302585092994046,0.0
1867,3,1,3,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12,29,0,0,1,3,0.0625,0.0,0.08333333333333333,0.25,2,9.666666666666666,0.0,3.8918202981106265,3.4011973816621555,0.0
