id,NumDots,PathLevel,NumDash,NumNumericChars,PctExtHyperlinks,PctExtResourceUrls,InsecureForms,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,SubmitInfoToEmail,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT
4993,3,8,4,29,0.0,0.0,1,1.0,0,0,1,-1
1158,6,5,0,0,0.25,0.9666666667,1,0.25,1,0,-1,0
9004,2,2,0,9,0.0057636888,0.4705882353,1,0.0,0,0,0,1
1533,1,4,1,28,0.0,0.0,1,0.0,0,0,1,1
8993,1,3,0,0,0.05,0.1515151515,1,0.0090909091,0,0,0,1
7860,1,5,7,7,0.3584415584,0.6235294118,1,0.0025974026,0,1,0,0
9111,1,3,0,1,0.2957746479,0.814159292,1,0.0,0,1,-1,1
1536,2,0,2,8,0.0,0.2,1,0.0,0,0,0,1
9260,2,2,3,0,0.1086956522,0.3571428571,0,0.0434782609,0,0,0,1
5518,2,1,0,5,0.4750402576,0.9047619048,0,0.0,0,1,0,0
2606,2,3,0,0,0.0,0.0,1,0.0,0,0,1,1
6128,4,2,0,7,0.0549019608,0.6206896552,1,0.0,0,1,0,1
9142,1,3,3,3,0.096,0.2222222222,1,0.008,0,1,0,1
7459,2,5,1,16,0.1666666667,0.6153846154,0,0.0291666667,0,0,0,1
2178,2,2,0,0,0.0,0.0,1,0.0,0,0,1,1
7991,2,4,0,0,0.0733333333,0.3571428571,1,0.0,0,1,0,1
2352,3,5,0,0,0.0,0.0,1,0.0,0,0,1,1
9178,2,2,0,2,0.0243902439,0.9375,0,0.0243902439,0,0,0,1
3503,2,4,0,0,0.5,0.0625,1,0.5,0,0,0,-1
2135,2,5,0,71,0.0,0.0,1,0.0,0,0,1,1
1481,4,4,1,0,1.0,1.0,1,0.0,1,0,-1,-1
2794,3,4,0,1,0.0,0.75,1,0.0,1,0,-1,1
4844,3,3,1,0,0.9230769231,1.0,1,0.0,1,0,-1,-1
9781,2,2,0,0,0.0902255639,0.45,1,0.007518797,0,0,0,1
9935,2,4,0,0,0.0666666667,0.9714285714,1,0.3066666667,0,0,-1,0
4763,4,7,0,0,0.0,0.6,1,0.0,0,0,0,1
7192,1,5,2,14,0.1288343558,1.0,1,0.0,0,0,0,1
6042,3,3,8,11,0.0384615385,0.3636363636,1,0.0,0,0,0,1
9637,3,3,0,8,0.1203703704,0.4680851064,1,0.0185185185,0,0,0,1
3446,3,3,5,15,0.0,0.0,1,0.0,0,0,1,1
8150,2,5,10,8,0.1,0.0714285714,1,0.0,0,0,1,1
7766,1,4,0,0,0.0711462451,0.2727272727,1,0.0,0,0,1,1
3621,3,1,0,1,0.0,0.0,1,1.0,0,0,1,-1
1953,1,2,0,0,1.0,0.1428571429,1,0.0,0,0,0,-1
556,5,1,0,1,0.0,1.0,1,0.0,1,0,-1,1
4265,1,2,0,13,0.2587412587,0.027027027,1,0.0,0,0,1,1
1164,2,2,0,0,1.0,1.0,1,0.0,1,0,-1,-1
1585,1,2,0,1,1.0,1.0,1,0.0,1,0,-1,-1
6152,1,2,8,3,0.201754386,0.9230769231,1,0.0877192982,0,0,-1,1
9721,2,2,1,0,0.05,0.8046875,1,0.1888888889,0,0,0,1
5838,1,5,5,8,0.1481481481,1.0,1,0.1851851852,0,0,0,0
5262,3,2,0,8,0.0029364656,0.0002871088,0,0.0,0,0,1,1
5240,1,4,12,10,0.5630252101,1.0,0,0.0504201681,0,0,0,0
7914,3,2,11,13,0.9820143885,0.8661417323,1,0.0,1,0,-1,-1
9163,2,3,0,12,0.137254902,0.0841121495,1,0.0,0,0,0,1
1599,2,4,0,2,0.0,0.0,1,0.0,0,0,1,1
7183,1,2,0,0,0.0533333333,0.2666666667,1,0.0,0,1,0,1
301,3,8,1,2,1.0,0.1428571429,1,0.0,0,0,0,-1
9661,2,5,2,0,0.012605042,0.52,0,0.0021008403,0,0,0,1
6948,2,5,9,8,0.3150684932,0.4814814815,1,0.0136986301,0,0,0,0
3795,3,3,0,0,0.0,0.0,1,0.0,0,0,1,1
4573,3,5,0,0,0.0,0.0,1,0.0,0,0,1,1
4336,3,3,0,0,0.0,0.0,1,0.0,0,0,1,1
2859,2,5,1,4,0.0,0.0,1,1.0,0,0,1,-1
5695,1,1,6,8,0.0384615385,0.2166666667,1,0.0,0,0,-1,1
3143,3,3,0,0,1.0,1.0,1,0.0,1,0,-1,-1
1360,1,7,3,0,0.0,0.5,1,1.0,0,0,0,-1
4534,2,2,3,0,0.0,0.0,1,0.0,0,0,1,1
9750,2,2,0,0,0.0482758621,0.4,1,0.0896551724,0,0,0,1
5688,3,2,5,5,1.0,0.0,0,0.0,1,0,1,-1
487,4,3,0,49,0.375,0.0,1,0.0,1,0,0,0
7837,3,3,6,5,0.2987012987,0.4444444444,1,0.025974026,0,1,0,0
9555,2,4,0,0,0.0080645161,0.6216216216,1,0.0403225806,0,0,0,1
5901,1,2,4,23,0.7731092437,0.9534883721,1,0.0,1,0,-1,-1
8117,2,2,2,4,0.0444444444,0.1875,1,0.0,0,0,0,1
7363,1,4,1,0,0.0381679389,0.1551724138,1,0.0152671756,0,1,0,1
1153,2,2,1,0,0.3333333333,0.25,1,0.0,0,0,0,0
5383,1,3,0,12,0.0423728814,0.9672131148,1,0.0,0,0,-1,1
9742,2,3,0,0,0.3253012048,0.9777777778,0,0.0,0,1,-1,0
5425,3,1,0,4,0.4090909091,0.2307692308,1,0.0,0,0,0,0
8808,1,3,0,0,0.1,0.1162790698,1,0.05,0,0,1,1
5187,4,5,0,3,0.1923076923,0.1111111111,1,0.0,0,1,1,1
8410,1,3,1,0,0.015625,1.0,0,0.03125,0,0,-1,1
6190,2,2,9,8,0.0338680927,0.1148648649,0,0.0,0,0,0,1
9703,2,0,0,0,0.3214285714,0.1166666667,1,0.0357142857,0,0,1,0
8270,3,3,2,2,0.2409638554,0.1428571429,1,0.0722891566,0,0,0,0
5315,2,5,7,6,0.2046332046,0.4242424242,1,0.0,0,1,0,1
9904,2,2,0,0,0.1224489796,0.1282051282,1,0.5204081633,0,1,1,0
666,3,4,1,0,0.0,0.0,1,0.0,0,0,1,1
3354,2,4,1,1,0.0,0.0,1,0.0,0,0,1,1
8852,1,2,0,0,0.0882352941,0.4736842105,1,0.0588235294,0,0,0,1
8062,3,1,4,3,0.126984127,1.0,1,0.0158730159,0,0,-1,1
643,1,5,0,0,0.0072992701,0.325,1,0.9343065693,0,0,0,-1
9243,2,2,0,0,0.0219298246,0.7777777778,1,0.0394736842,0,0,-1,1
177,2,4,1,0,0.9230769231,1.0,1,0.0,1,0,-1,-1
6432,2,2,0,3,0.0602409639,0.0,1,0.0,0,0,1,1
9911,2,3,1,0,0.0131578947,0.3076923077,1,0.0,0,0,0,1
3439,4,6,1,20,0.0,1.0,1,0.0,1,0,-1,1
787,3,4,0,12,0.0,0.0,1,1.0,1,0,1,-1
6392,2,2,11,8,0.2131147541,0.6985294118,1,0.0218579235,0,0,0,1
9066,2,1,0,7,0.1274900398,0.1,0,0.0,0,0,1,1
9928,3,1,0,4,0.1666666667,0.5789473684,0,0.0,0,0,0,1
3203,3,8,4,62,0.0,0.0416666667,1,0.0,0,0,0,1
4804,2,7,1,4,0.0,0.0,1,1.0,0,0,1,-1
7836,2,2,0,1,0.1325301205,0.0256410256,1,0.0,0,0,1,1
7941,3,2,2,4,0.0133333333,0.3157894737,1,0.0133333333,0,0,0,1
92,2,4,1,0,0.7777777778,0.2222222222,1,0.2222222222,0,0,0,-1
5763,2,4,0,6,0.6120689655,0.3055555556,1,0.0,0,1,0,0
9028,1,3,1,0,0.0093457944,0.0296296296,1,0.0560747664,0,0,1,1
9505,2,6,0,11,0.0555555556,0.8666666667,1,0.0208333333,0,0,-1,1
8238,4,3,0,6,0.1111111111,0.0,1,0.1111111111,0,0,1,1
1972,1,3,0,5,0.0,0.1538461538,1,0.0,0,0,1,1
2906,2,4,0,1,0.0,0.0,1,0.0,0,0,1,1
531,3,5,0,0,0.0,0.0,1,0.0,0,0,1,1
3636,3,2,5,0,0.0769230769,0.0,1,0.0769230769,0,0,1,1
997,3,3,0,0,0.0,0.0,1,0.0,0,0,1,1
5853,2,4,0,6,0.4090909091,0.7142857143,1,0.0,0,1,0,0
4227,2,5,1,50,1.0,1.0,1,0.0,1,0,-1,-1
5617,3,2,2,0,0.2946428571,0.9318181818,1,0.0178571429,0,0,-1,0
2313,2,2,1,1,0.0,0.0,1,1.0,0,0,1,-1
2155,2,2,0,0,0.0,0.0,1,0.0,0,0,1,1
5318,2,4,4,6,0.5512820513,0.1538461538,1,0.0128205128,0,0,0,0
1428,2,3,0,2,1.0,1.0,1,0.0,1,0,-1,-1
8631,1,5,1,7,0.0042735043,0.2,0,0.0341880342,0,0,1,1
6033,2,2,1,1,0.0,0.875,1,0.0,0,1,0,1
4416,3,3,0,0,1.0,1.0,1,0.0,1,0,-1,-1
8819,4,2,0,1,0.0,0.0,1,0.0263157895,0,0,1,1
3086,2,2,0,9,0.0,0.0,1,1.0,0,0,1,-1
7799,1,2,17,4,0.1818181818,0.2222222222,1,0.0,0,0,0,1
9154,1,2,4,0,0.1322751323,0.8,0,0.0158730159,0,1,0,1
8210,3,4,10,6,0.4631578947,0.6153846154,1,0.0210526316,0,1,0,0
9574,2,4,0,4,0.2357723577,0.3571428571,1,0.0162601626,0,0,0,1
9535,2,2,0,4,0.0636363636,0.1785714286,1,0.0,0,0,0,1
496,2,4,1,18,1.0,1.0,1,0.0,1,0,-1,-1
3750,3,3,0,0,0.0,0.0,1,0.0,0,0,1,1
2322,3,5,1,0,0.0,0.0,1,0.0,0,0,1,1
4268,1,2,0,4,0.2587412587,0.027027027,1,0.0,0,0,1,1
3406,2,3,0,0,0.0,0.0625,1,0.0,0,0,0,1
152,3,1,1,0,1.0,1.0,1,0.0,1,0,-1,-1
7370,2,1,0,3,0.0103626943,0.1025641026,1,0.0,0,0,1,1
695,4,3,0,9,0.375,0.0,1,0.0,1,0,0,0
4418,3,3,0,0,0.0,0.0,1,0.0,0,0,1,1
5698,2,2,7,9,0.0658436214,1.0,1,0.0658436214,0,0,-1,1
1739,1,4,1,4,0.0,0.0,1,1.0,0,0,1,-1
3002,6,4,0,0,0.7857142857,0.0588235294,1,0.0,0,0,0,-1
168,5,2,1,8,0.0,0.0,1,0.0,0,0,1,1
6112,2,6,9,10,0.0299003322,0.55,1,0.0265780731,0,0,0,1
4623,3,4,0,0,0.0,0.0,1,0.0,0,0,1,1
2866,2,3,1,0,0.0,1.0,1,1.0,1,0,-1,-1
8545,2,1,0,0,0.0055370986,0.0471698113,1,0.0110741971,0,0,0,1
4703,3,5,0,0,0.0,0.0,1,0.0,0,0,1,1
2884,3,6,0,0,0.0,0.2857142857,1,0.0,0,0,-1,1
3032,3,3,1,0,1.0,0.875,1,0.0,1,0,-1,-1
8184,1,4,6,6,0.4367816092,0.4189189189,1,0.0114942529,0,0,0,0
8981,1,5,3,6,0.0178571429,0.1764705882,1,0.0892857143,0,0,0,1
8529,1,2,4,0,0.2407407407,0.5,1,0.0277777778,0,0,0,1
5682,1,5,8,12,0.5666666667,0.9661016949,1,0.0242424242,0,0,-1,0
7210,2,3,8,21,0.0535714286,0.6734693878,0,0.125,0,1,-1,1
5992,1,2,0,10,0.5454545455,0.0769230769,1,0.0,0,0,1,0
2277,2,5,1,1,1.0,1.0,1,0.0,1,0,1,-1
7133,1,5,8,8,0.7941176471,0.2272727273,0,0.0588235294,0,1,0,-1
5706,2,1,0,5,0.5,0.25,0,0.0,0,0,0,0
7999,1,2,5,0,0.3484848485,0.6285714286,0,0.0,0,0,0,0
5293,2,4,5,1,0.1662995595,0.3461538462,0,0.0033039648,0,0,0,1
4305,4,6,1,1,0.0,0.0,1,0.0,0,0,1,1
7446,2,2,4,0,0.1855670103,0.08,0,0.0618556701,0,1,1,1
429,4,3,0,9,0.375,0.0,1,0.0,1,0,0,0
7069,1,6,10,6,0.2109375,0.9696969697,1,0.0703125,0,1,-1,1
6365,1,2,7,0,0.1782178218,0.75,0,0.0396039604,0,1,0,1
4216,3,3,0,4,0.0,0.0,1,1.0,0,0,1,-1
427,1,4,0,9,0.0,0.7857142857,1,1.0,1,0,1,-1
2224,2,2,0,0,0.0,0.0,1,0.0,0,0,1,1
101,12,6,2,18,1.0,1.0,1,0.0,1,0,-1,-1
9245,2,2,3,2,0.0710382514,0.2363636364,1,0.0327868852,0,0,0,1
3308,3,7,2,23,0.0,0.3333333333,1,1.0,0,0,0,-1
2763,3,3,1,0,0.0,0.0,1,0.0,1,0,1,1
5858,2,2,1,6,0.0087463557,0.3461538462,1,0.0,0,0,1,1
4739,3,2,1,8,0.0,0.0714285714,1,0.0,0,0,1,1
7093,2,5,8,8,0.0330578512,0.1724137931,1,0.0082644628,0,1,0,1
9633,3,2,0,0,0.2549019608,0.2962962963,0,0.0784313725,0,0,0,0
3287,4,3,1,2,1.0,0.9,1,0.0,1,0,-1,-1
7713,1,0,0,6,0.0166666667,0.0434782609,1,0.0,0,0,1,1
7869,3,2,8,7,0.3333333333,0.4516129032,1,0.0148148148,0,1,0,0
6068,2,5,0,8,0.6153846154,0.25,0,0.0,0,1,1,0
9236,3,2,1,0,0.1242236025,0.2115384615,1,0.0248447205,0,0,1,1
3578,2,2,0,0,0.0,0.0,1,0.0,0,0,1,1
1466,3,7,1,0,0.0,0.0,1,1.0,0,0,1,-1
7676,1,5,8,8,0.1111111111,0.5238095238,1,0.0111111111,0,0,0,1
2235,2,3,0,0,0.0,0.0,1,0.0,0,0,1,1
1745,1,3,0,0,1.0,0.1428571429,1,0.0,0,0,0,-1
9755,3,4,0,4,0.0253164557,0.8461538462,0,0.0632911392,0,1,-1,1
6095,3,1,8,4,0.0,0.125,1,0.0,0,0,0,1
8782,1,3,1,0,0.1323529412,0.9864864865,1,0.0661764706,0,1,-1,1
9402,2,3,1,0,0.0375586854,0.4032258065,1,0.0046948357,0,0,0,1
8372,2,3,0,0,0.2845528455,0.3333333333,1,0.0,0,0,1,1
5028,1,0,0,0,0.0,1.0,1,0.0,0,0,0,1
9235,3,1,1,3,0.0127840909,1.0,1,0.0071022727,0,0,-1,1
3945,4,5,6,22,0.0,0.1111111111,1,0.0,0,0,0,1
6863,2,2,2,2,0.09375,0.2258064516,1,0.0,0,1,0,1
5351,3,3,5,6,0.3582089552,0.9259259259,0,0.0298507463,0,0,0,0
9423,3,2,0,0,0.0,0.0,1,0.0315789474,0,0,1,1
2122,2,4,0,0,0.0,0.0,1,0.0,0,0,1,1
4973,7,3,0,6,0.0,0.0,1,1.0,0,0,1,-1
8577,2,2,0,4,0.2888888889,0.0793650794,1,0.0,0,0,0,1
3785,2,5,0,0,0.0,0.0,1,0.0,0,0,1,1
6873,2,1,1,14,0.696969697,1.0,1,0.0,1,0,-1,-1
917,4,6,0,0,0.0,0.0,1,0.0,0,0,1,1
9395,2,3,0,0,0.2592592593,0.0285714286,1,0.049382716,0,0,1,1
7253,1,5,4,16,0.0983606557,1.0,1,0.0,0,0,0,1
8013,1,3,7,4,0.3728813559,0.1063829787,1,0.1016949153,0,0,1,0
5822,2,2,5,0,0.1679389313,0.1772151899,1,0.0381679389,0,1,1,1
4404,4,3,0,0,0.0,0.0,1,0.0,0,0,1,1
4864,2,4,0,0,0.0,0.7857142857,1,1.0,1,0,1,-1
8516,1,3,0,4,0.1951219512,0.2432432432,1,0.0243902439,0,0,0,1
5423,3,1,0,8,0.0,0.875,0,0.0,1,0,-1,1
7734,2,4,10,6,0.20657277,0.2916666667,1,0.0187793427,0,0,0,1
1204,4,3,0,11,0.375,0.0,1,0.0,1,0,0,0
3769,3,4,5,21,0.0555555556,0.0909090909,1,0.9444444444,0,0,1,-1
5358,2,1,0,54,0.0588235294,0.2745098039,1,0.0,0,0,0,1
3853,2,2,0,2,0.0,0.0,1,1.0,0,0,1,-1
1927,4,4,0,0,0.0,1.0,1,0.0,1,0,-1,1
3115,2,3,2,12,0.0,0.0,1,0.0,0,0,1,1
2642,2,4,0,0,1.0,1.0,1,0.0,1,0,-1,-1
7640,4,2,2,14,0.1497975709,0.7142857143,1,0.0,0,0,0,1
7361,1,1,2,7,0.0962962963,0.8333333333,1,0.0,0,0,0,1
8183,2,2,0,4,0.0648148148,0.0147058824,0,0.0,0,1,0,1
7611,3,4,6,8,0.2131147541,0.6875,1,0.0040983607,0,1,0,1
2729,2,2,1,0,0.0,0.0,0,1.0,0,0,1,-1
9598,3,1,0,7,0.1019607843,0.0290237467,1,0.0,0,1,0,1
4986,3,3,5,25,0.0,0.0,1,0.0,0,0,1,1
6847,1,2,6,4,0.2068965517,0.9722222222,1,0.0229885057,0,0,0,1
7699,1,6,0,4,0.2403846154,0.0322580645,0,0.0,0,1,1,1
4013,2,5,1,0,0.0,0.0,1,0.0,0,0,1,1
2627,3,3,0,0,0.8571428571,0.0,1,0.1428571429,0,0,1,-1
7239,2,3,9,12,0.0588235294,0.1111111111,1,0.0481283422,0,1,0,1
8256,1,6,3,8,0.1104972376,0.0406504065,0,0.2651933702,0,1,0,0
9566,2,2,1,0,0.1931818182,0.988372093,1,0.0454545455,0,0,-1,1
806,15,2,0,77,0.0,0.0,1,0.0,0,0,1,1
4635,2,2,1,0,0.0,0.0,0,1.0,0,0,1,-1
5248,1,2,9,0,0.2013422819,0.4814814815,1,0.0067114094,0,1,0,1
5567,4,1,1,5,0.0,0.0,0,0.0,0,0,1,1
5740,2,1,0,11,0.0350877193,0.0294117647,1,0.0,0,0,1,1
5144,1,3,0,23,0.0333333333,0.5161290323,1,0.0,0,0,0,1
8266,1,6,11,8,0.0604026846,0.2424242424,1,0.0,0,1,0,1
4460,1,5,1,0,0.8571428571,0.6,1,0.1428571429,1,0,0,-1
1243,3,3,0,4,0.0,0.0,1,1.0,0,0,1,-1
6946,2,5,5,0,0.0445205479,0.375,1,0.0136986301,0,0,0,1
5741,3,1,2,5,0.0363636364,1.0,0,0.0,0,0,-1,1
5326,2,5,13,8,0.036036036,0.7,0,0.018018018,0,0,0,1
548,3,4,0,0,1.0,1.0,1,0.0,1,0,-1,-1
3023,1,4,1,16,0.0,0.0,1,0.0,0,0,1,1
5762,1,4,4,8,0.1481481481,0.1764705882,1,0.0185185185,0,1,0,1
4032,2,2,0,0,0.0,0.7857142857,1,1.0,1,0,1,-1
27,2,3,0,0,0.0,0.7857142857,1,1.0,1,0,1,-1
4953,2,6,1,18,0.0,0.0714285714,1,1.0,0,0,1,-1
5153,3,1,2,0,0.0073800738,0.0,0,0.0073800738,0,1,1,1
2509,2,2,1,0,0.0,0.0,0,1.0,0,0,1,-1
1434,4,6,0,0,0.0,0.2857142857,1,0.0,0,0,-1,1
2583,3,4,0,0,0.0,0.0,1,0.0,0,0,1,1
1303,1,4,0,0,0.9230769231,1.0,1,0.0,1,0,-1,-1
5813,2,5,10,16,0.0115473441,1.0,1,0.0,0,1,-1,1
7350,3,6,8,9,0.1276595745,0.8928571429,0,0.0,0,0,-1,1
5282,3,5,0,0,0.018134715,0.1694915254,1,0.0336787565,0,0,0,1
6115,3,1,6,11,0.0740740741,0.0175438596,1,0.0,0,0,1,1
1222,3,3,0,0,0.0,1.0,1,1.0,1,0,-1,-1
7436,4,2,0,4,0.5,0.6363636364,1,0.0,0,0,0,0
2549,2,1,0,1,0.3333333333,1.0,1,0.6666666667,1,0,-1,-1
751,1,7,0,0,0.0,0.0740740741,1,0.0,0,0,1,1
438,2,2,0,19,0.6,1.0,1,0.4,1,0,-1,-1
4372,4,5,5,1,0.0,0.1111111111,1,0.0,0,0,0,1
4449,4,3,1,0,1.0,1.0,1,0.0,1,0,-1,-1
2848,2,5,0,0,0.5,1.0,1,0.0,1,0,-1,0
1174,2,2,1,1,0.0,0.3333333333,1,0.0,0,0,0,1
7496,3,2,0,3,0.125,0.0,1,0.0,0,0,1,1
2700,2,6,1,0,0.0666666667,0.0769230769,1,0.8666666667,0,0,1,-1
9889,2,3,1,0,0.0406091371,0.2857142857,1,0.1472081218,0,0,0,1
9507,3,4,0,6,0.1785714286,0.152173913,1,0.0,0,1,0,1
6396,2,3,0,8,0.0,0.0,1,0.0,0,0,1,1
2482,3,3,1,0,0.9333333333,1.0,1,0.0666666667,1,0,-1,-1
5457,1,5,6,23,0.0260223048,0.08,1,0.0,0,0,0,1
8445,3,2,0,0,0.0142857143,1.0,1,0.0,0,0,-1,1
2707,2,3,0,0,0.8888888889,0.0,1,0.1111111111,0,0,1,-1
4662,3,5,0,0,0.0,0.0,1,0.0,0,0,1,1
327,4,5,2,26,0.0,0.2,1,0.0,0,0,0,1
1040,4,4,0,12,0.0,0.6428571429,1,0.0,0,0,0,1
2638,3,6,4,49,0.0,0.0416666667,1,0.0,0,0,0,1
5023,2,0,0,0,0.0,0.2142857143,0,0.125,0,0,1,1
2500,2,7,1,13,0.0,0.3333333333,1,0.0,0,0,0,1
1005,2,4,1,28,1.0,1.0,1,0.0,1,0,-1,-1
2862,2,3,0,0,0.0,0.0,1,0.0,0,0,1,1
3234,3,4,2,4,1.0,1.0,1,0.0,1,0,1,-1
1871,4,5,1,0,0.8571428571,0.1212121212,1,0.1428571429,0,0,1,-1
4246,4,6,0,1,0.0,0.0,1,1.0,0,0,1,-1
6928,3,2,0,5,0.2,0.0,1,0.0,0,0,1,1
8386,3,0,0,0,0.0949367089,0.212962963,1,0.1139240506,0,0,0,1
535,3,3,1,0,1.0,1.0,1,0.0,1,0,1,-1
9828,2,3,1,0,0.0705128205,0.2826086957,1,0.0384615385,0,0,0,1
7149,1,2,6,4,0.1142857143,0.7826086957,0,0.0142857143,0,1,0,1
7366,5,5,5,20,0.7222222222,0.152173913,1,0.0166666667,0,0,0,-1
586,1,3,0,0,1.0,0.1428571429,1,0.0,0,0,0,-1
9915,3,1,0,4,0.0952380952,0.3947368421,1,0.0,0,0,0,1
3036,2,5,0,1,1.0,1.0,1,0.0,1,0,-1,-1
4429,3,2,0,0,1.0,1.0,1,0.0,1,0,-1,-1
4090,5,3,1,1,0.9411764706,0.1818181818,1,0.0,1,0,0,-1
1704,2,3,0,0,0.0,0.2142857143,1,1.0,0,0,1,-1
4296,1,3,0,4,0.0833333333,0.9,1,0.1666666667,1,0,0,1
5720,2,0,0,0,0.0258064516,0.2586206897,1,0.0,0,0,0,1
492,3,5,0,9,0.0,0.7857142857,1,1.0,1,0,1,-1
6900,2,1,3,1,0.0,0.25,1,0.0,0,0,0,1
4354,4,4,0,0,1.0,0.2586206897,1,0.0,0,0,0,-1
2837,2,4,2,0,0.0,0.3333333333,1,0.0,0,0,-1,1
2267,4,2,1,0,1.0,1.0,1,0.0,1,0,1,-1
7719,2,6,5,5,0.0392156863,0.0133333333,0,0.0,0,0,1,1
9524,5,2,0,5,0.102189781,0.3333333333,1,0.0,0,0,0,1
8023,2,1,0,9,0.0909090909,0.8,0,0.0,0,0,0,1
4708,5,2,0,1,0.0,1.0,1,0.0,1,0,-1,1
9844,2,3,1,5,0.0444444444,0.1481481481,1,0.0,0,0,0,1
2901,2,4,1,0,0.5,0.0,1,0.5,0,0,1,-1
9619,2,2,1,0,0.0625,0.2545454545,1,0.125,0,0,0,1
2945,3,5,1,0,0.9726775956,0.085106383,1,0.0,1,0,1,-1
1917,9,9,1,15,1.0,1.0,1,0.0,1,0,-1,-1
3186,3,6,2,32,0.0,0.0416666667,1,0.0,0,0,0,1
8627,2,2,0,0,0.0,0.0119047619,1,0.0,0,0,1,1
9435,2,0,0,0,0.0191740413,0.125,1,0.0132743363,0,0,0,1
7256,5,4,1,4,0.0625,0.0,1,0.125,0,0,1,1
4247,3,3,0,0,0.0,0.7857142857,1,1.0,1,0,1,-1
8616,4,1,0,7,0.0263157895,1.0,0,0.0,1,0,-1,1
5147,1,5,10,12,0.0084745763,0.3488372093,1,0.0338983051,0,0,0,1
8566,1,5,0,10,0.0833333333,0.3142857143,1,0.0555555556,0,0,0,1
2519,5,3,0,0,0.0,0.0,1,0.0,0,0,1,1
398,2,5,0,0,0.0,0.4285714286,1,1.0,0,0,0,-1
1318,2,4,0,0,0.9230769231,1.0,1,0.0,1,0,-1,-1
4561,3,3,0,1,0.0,0.7857142857,1,1.0,1,0,1,-1
122,2,4,0,0,1.0,1.0,1,0.0,1,0,-1,-1
2450,3,2,0,0,1.0,0.0769230769,1,0.0,0,0,0,-1
8856,2,3,4,0,0.36,0.3265306122,1,0.02,0,0,0,0
8109,1,2,15,0,0.0,0.56,0,0.0,0,0,0,1
1567,4,6,0,0,0.0909090909,0.7272727273,1,0.9090909091,1,0,0,-1
1985,3,1,0,0,0.0,0.0,1,0.0,1,0,1,1
4334,4,4,0,0,1.0,0.8888888889,1,0.0,1,0,-1,-1
7911,3,1,0,9,0.1428571429,0.0267857143,1,0.0,0,0,0,1
9287,2,1,0,0,0.1578947368,0.6363636364,1,0.1052631579,0,1,0,1
3919,2,3,0,0,0.0,0.0,1,1.0,0,0,1,-1
2174,3,3,0,0,0.0,0.7857142857,1,1.0,1,0,1,-1
3284,4,2,1,0,1.0,1.0,1,0.0,1,0,-1,-1
8496,1,2,0,6,0.2916666667,0.5,0,0.0,0,0,0,1
8585,1,1,0,0,0.0638297872,0.9642857143,0,0.4255319149,0,0,-1,0
2334,2,2,0,2,1.0,0.0769230769,1,0.0,0,0,0,-1
574,5,2,1,24,1.0,0.16,1,0.0,1,0,0,-1
3661,3,5,0,8,0.0,0.0,1,1.0,0,0,1,-1
9076,1,2,0,0,0.1650485437,0.1851851852,1,0.0194174757,0,0,0,1
982,3,4,1,4,1.0,1.0,1,0.0,1,0,-1,-1
9371,2,3,0,0,0.3308270677,0.3414634146,1,0.1127819549,0,0,0,0
1408,3,4,0,0,0.9230769231,1.0,1,0.0,1,0,-1,-1
536,2,4,1,21,1.0,1.0,1,0.0,1,0,-1,-1
4316,4,3,0,0,0.0454545455,0.7777777778,1,0.9545454545,0,0,-1,-1
4599,2,7,0,15,0.0,0.25,1,1.0,0,0,0,-1
8623,2,3,2,12,0.0975609756,0.4090909091,0,0.0,0,0,0,1
8759,1,3,0,0,0.0837004405,0.3658536585,1,0.0,0,0,0,1
1435,2,5,1,1,1.0,1.0,1,0.0,1,0,-1,-1
6995,3,3,5,7,0.0597014925,0.0625,0,0.0,0,0,1,1
2580,2,2,2,0,0.9130434783,1.0,1,0.0,1,0,-1,-1
9404,2,2,0,0,0.141509434,0.2285714286,1,0.0,0,0,0,1
3270,2,3,0,18,0.0,0.7857142857,1,1.0,1,0,1,-1
9554,2,0,0,0,0.3,0.0227272727,1,0.0,0,0,1,1
3839,4,9,1,24,0.0,0.0,1,0.0,0,0,1,1
1868,3,3,0,0,0.0,0.6428571429,1,1.0,0,0,0,-1
1455,4,3,0,1,0.0,1.0,1,0.0,1,0,1,1
1787,2,3,1,1,0.0,0.0,1,0.0,0,0,1,1
9913,3,2,0,6,0.0805369128,0.6111111111,1,0.0201342282,0,0,0,1
7096,3,2,0,7,0.0,0.1351351351,0,0.0,0,1,1,1
2522,2,3,0,5,0.0,0.0,1,1.0,0,0,1,-1
4440,3,3,0,0,0.0,0.0,1,0.0,0,0,1,1
1821,2,5,0,23,0.0,0.0,1,0.4545454545,0,0,1,0
5616,3,3,4,6,0.4482758621,0.9893617021,0,0.0344827586,0,0,-1,0
2930,2,2,0,3,0.0,0.1538461538,1,0.0,0,0,1,1
52,2,3,0,5,0.0,0.0,1,0.0,0,0,1,1
4727,4,4,0,27,0.0,0.0,1,0.0,0,0,1,1
5717,2,2,0,10,0.72,0.25,0,0.0,1,1,0,-1
5466,1,2,13,4,0.2910447761,0.5819672131,1,0.0746268657,0,1,0,0
470,2,6,0,0,1.0,0.2857142857,1,0.0,1,0,0,-1
2630,4,4,0,0,0.0,0.0,1,0.0,0,0,1,1
